product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
2a46d3a8cb337e4c4b5db2d6df599cea,eletronicos,53,1011,3,5200,20,15,13
7b5889ae43453cce7e93e2e32f97afc6,construcao_ferramentas_construcao,59,492,2,6350,28,32,24
e1723cc3f4bc8a361b57f8c8b97959af,eletronicos,44,376,1,200,25,7,16
e435ceb7ced9b8446defd858630454ed,beleza_saude,28,792,1,440,20,11,17
1d7db62a21ffb4f220d3e8a05fa77e02,fashion_bolsas_e_acessorios,22,328,3,100,16,13,11
410f854e2b9c85fc6295ab19b1a2ef2d,construcao_ferramentas_construcao,49,141,6,9900,54,20,40
4011494d902f1075a502ffe9432186b3,instrumentos_musicais,59,557,1,650,20,20,20
dbaee28f4ee64465838a229582d77520,construcao_ferramentas_construcao,58,1178,2,418,19,6,13
5baf51b71ace9afbb38f0b161f0c098b,beleza_saude,62,3621,1,800,20,15,15
4cb922d064b9a86b25b900350108771e,brinquedos,44,327,1,11850,50,35,40
0a32d8349e99e8cdb9a5dec7d3f94985,utilidades_domesticas,28,416,1,300,22,6,11
4fcb3d9a5f4871e8362dfedbdb02b064,automotivo,53,603,1,5950,65,11,65
5fb1e24560c31b0eaa1911d4247187ed,brinquedos,34,649,3,2600,33,12,26
368c6c730842d78016ad823897a372db,ferramentas_jardim,57,366,2,1650,30,22,30
bac35584a4b6413380a74f9617e12379,papelaria,40,904,1,1000,20,20,20
cb81df0e3ccece253557f2a07df4727e,esporte_lazer,25,469,1,225,18,15,16
339f2b13a46e42dd78e479acfdd5f387,telefonia,60,549,1,426,24,4,28
7a81751397c8813678761201a7114339,utilidades_domesticas,38,389,1,200,37,3,11
e05daac6288336fe9e903937aed44199,cama_mesa_banho,55,329,2,500,30,10,30
4aa6014eceb682077f9dc4bffebc05b0,utilidades_domesticas,43,1002,3,10150,89,15,40
45db4516caf5bf0516fb08b73fd14d1e,malas_acessorios,47,571,2,550,16,6,11
2a6d3f9c3a96e62e0ca38559cbf6410b,eletronicos,41,318,1,125,21,13,18
be68ca1484d5bcc92f0949413e5eb445,ferramentas_jardim,34,423,1,900,16,16,16
53da2e917302c9e5e834b9968ea829a7,automotivo,57,868,3,500,24,6,26
c874b6cca27efc978feed6fd55b2985c,bebes,43,740,1,23200,31,85,54
423a6644f0aa529e8828ff1f91003690,agro_industria_e_comercio,54,2352,3,5800,30,30,20
6b8de030922a59c3d23fa6864ad3f436,esporte_lazer,36,2908,1,650,18,18,18
6b9411af71e48f2e3ed1f01640c3a75e,moveis_decoracao,60,2050,2,3000,69,11,11
4ce81153410b379f2ccab68653ca5fe4,moveis_decoracao,32,297,1,400,53,15,53
634256dbcd184b3757ffd7632c9fe52a,beleza_saude,49,295,1,150,16,5,17
cd46a885543f0e169a49f1eb25c04e43,informatica_acessorios,58,1390,2,3475,54,13,48
b44ac72ece514e2e7985803cf7cefbc5,livros_tecnicos,49,894,1,367,18,5,15
44a5d24dd383324a421569ca697b13c2,telefonia,55,55,1,300,20,20,13
a334304f952399f2161225628a9d2891,beleza_saude,58,1692,4,300,18,10,14
7988cff50cb75e08e6b68640b19e55aa,relogios_presentes,42,176,1,576,20,13,17
e61812136e9f12e9f4359132b1b82870,informatica_acessorios,44,195,1,650,22,12,12
b8b426747049f2d3d6e00b486d47dedb,beleza_saude,49,819,3,1250,42,11,12
7a7be236d8368315680071df4209dd4e,moveis_decoracao,55,199,2,850,30,30,30
38991d9514cf1298f8ac1d66d8aefeba,automotivo,60,695,6,5950,47,19,23
3914a208bb9313e3d980399268ddd54e,ferramentas_jardim,40,1222,1,200,16,10,11
5b96b6426a9c9a657af9d8a46b7847e4,telefonia,58,777,6,300,17,4,12
d6ab25b0dad785bcf8be87b821dd9b37,moveis_decoracao,43,474,1,1000,40,30,30
d6230529fca40334f2dfb8bd8e7759ea,brinquedos,43,1339,1,500,22,7,15
d7ceaa970defc5f52f1affda0dc32f30,esporte_lazer,41,127,1,600,16,30,15
26afe4ed5890d941fcba14205863eec7,moveis_decoracao,47,1092,1,3850,30,30,30
341141693c1995e911d0a5843f7c289b,perfumaria,39,613,1,458,19,13,15
c55fe8cbb36a1353e443dc9e773b80da,cama_mesa_banho,48,426,1,250,28,4,16
d73068913476e74d4f35a6f2d5399ae9,malas_acessorios,40,1070,1,650,90,5,11
2511e504fd7794c668a8521aabe3713d,cama_mesa_banho,60,298,1,2650,33,7,39
a7329b3e52d13627c92b24a745e70873,moveis_decoracao,62,1702,1,800,60,11,11
9795a7cdf0e9c1c2b4db0c1ab37e0831,casa_construcao,55,1627,1,600,40,3,50
1945afae0c93166dce1f186d00125695,informatica_acessorios,58,1707,2,6500,30,30,20
1d4de03a6141ce2a2ae5a97f51cabb37,cama_mesa_banho,32,253,1,4050,40,15,23
8bab563be2e3316280e3990af91da7b7,eletronicos,49,190,1,133,18,11,14
32d2e623efaedc3666528d8c0f629b31,automotivo,58,1632,3,600,16,21,18
ffaf0af7eebb57c7f262b51ebb05dfd6,beleza_saude,47,808,1,1255,18,17,16
73c61364b22d14eac780a200b81d34c5,telefonia,58,818,5,300,17,4,12
a59fb60fddcc72a9878b7ed5cb69d8e4,audio,48,424,1,200,27,5,20
cb71b23bd70b9df12843e4dfb9ed09c1,informatica_acessorios,32,1074,2,200,39,2,30
0e9337d7797212cb7e691df437a5b207,esporte_lazer,40,754,1,3148,27,20,24
9e0e152552a1323f7e5dcf63d50cdae3,perfumaria,48,969,3,400,20,11,11
1f9c7cb810e038f7414d60d43bc97d18,esporte_lazer,31,211,1,850,51,16,20
c55c10c2e37e534c37d1e6694612664c,fashion_bolsas_e_acessorios,54,356,3,550,43,16,27
26dd6551144fb768dbb16383acacf3b6,perfumaria,39,82,1,150,16,2,11
36ea81e90d1292dcdc3ad8abb09c20fe,bebes,59,921,4,350,42,27,42
ab1f9387c0627dd24000bfbc54fdeee0,eletronicos,45,456,1,175,22,11,16
516ccdc0667fe7e260156d1998ef9546,moveis_escritorio,37,1069,1,7563,58,65,30
2e8fa5067f8b1912bd84598e3bb668a0,consoles_games,27,830,1,1000,20,30,20
ae17f8265a23421715164ab420b62b36,utilidades_domesticas,43,595,1,1050,30,30,30
f58e45b16a42a325c144eb2c46a2bc57,,,,,6250,28,34,40
c66473cee835e09bdd0edc66f628af7c,eletronicos,48,118,1,100,24,8,18
00e040fed5fb843e28740181ddca3521,telefonia,58,477,3,400,17,4,12
b85e7700530804e8e2043604b9b1a6bf,perfumaria,49,481,1,175,16,16,11
3d3dd9f435c6795eb6ff0be50b45041f,papelaria,44,373,3,3167,50,21,37
33ba4b29d820b397054cc97e892ab1bc,automotivo,57,955,2,300,17,10,15
8762b647d716b99b09ee045657f9d383,malas_acessorios,31,851,3,600,16,30,20
d3b023772520cd1c6ea58f6701679d4b,papelaria,52,224,2,2400,28,55,37
6b04a3268d84351b65aeba3f1fbc2a25,moveis_decoracao,59,1749,4,950,65,3,45
4eba76ab901d06e619d8d7ac69b3579a,bebes,25,641,2,517,25,26,26
9eb0c62c8c4159426b700eb10045dc44,telefonia,60,911,4,400,21,6,13
f107bcdf49e25fab8c0b66fbabb97fc1,construcao_ferramentas_construcao,59,1007,2,400,34,4,16
fd68051e3deccde23af3d77152129c5a,climatizacao,52,1222,1,2800,16,2,11
fe555e0880543633edc71df3737e49eb,moveis_decoracao,53,213,1,1650,40,10,30
3ae810052cf18d30232367f0b45e284c,alimentos_bebidas,28,371,2,1200,23,12,19
aed75ad669fbebd5a385ac7cc2ae7573,beleza_saude,42,427,1,30000,50,75,56
b715d785d518112309c312260fd88842,papelaria,54,193,3,190,20,14,13
f45cf520fba787f057d57c5c8138668f,utilidades_domesticas,59,1582,4,6100,31,29,41
ef0e165d773ec293c5aeb5470a08b183,cool_stuff,57,1620,1,2250,16,40,16
f264c1d9b20b5e4a340254d0405e613b,cool_stuff,48,874,1,1050,42,25,15
547b95702aec86f05ac37e61d164891c,ferramentas_jardim,33,509,1,9100,42,13,39
ebb12274522d82caa7dca657873b2ad7,utilidades_domesticas,47,534,2,11250,40,40,30
e00a570d375c55a1858a08669ae684df,beleza_saude,42,639,1,300,19,12,13
211293b50935ced8d4370f552c482d74,bebidas,55,1736,3,226,18,16,16
2b4609f8948be18874494203496bc318,beleza_saude,59,492,3,250,22,10,18
3215010238fcd9cab6ba7d2b81a6973d,market_place,63,937,2,200,16,4,16
597db778f5d2ebf10a3fa0f43a2ae143,malas_acessorios,59,2197,6,1000,35,10,20
9400a388ad4fbe5e9d381a9762fc99c2,moveis_decoracao,59,2045,1,1550,25,16,18
309dd69eb83cea38c51709d62befe1a4,construcao_ferramentas_construcao,57,338,1,2150,20,8,20
c8f57335e06d8d4e73e34057dc92cfbe,telefonia,59,273,1,300,16,2,11
798e4e153e7141eb95d330765208c63b,pet_shop,55,587,2,650,21,12,52
0fe922b7f7d43ef454bbc241416e7401,esporte_lazer,45,429,2,50,20,11,11
f3c5707e7c539ab6533e3611da02b648,cama_mesa_banho,57,204,1,2250,35,20,30
bd1aace4fad5609f005fd721b45dcec4,cama_mesa_banho,60,234,1,2150,34,8,32
cec09725da5ed01471d9a505e7389d37,esporte_lazer,52,1197,1,2500,20,11,11
2d110366dd24a714cb50dddc30b4101c,esporte_lazer,32,1961,1,250,16,17,22
610e045d4ebcfde8d0c8991e8b1f39bb,esporte_lazer,41,786,1,400,16,10,11
ffc0b406806006602c5853b00ab5f7fd,artigos_de_natal,39,749,1,4450,50,8,45
2e9575efe2eb834f5673cb75df8537f9,relogios_presentes,55,744,2,210,18,12,17
6e3186505d9f4c946921bd51a5b79742,informatica_acessorios,43,230,1,580,32,13,17
bd69e6d599b9a3d9c298617c14e46f9f,cama_mesa_banho,54,405,1,700,45,15,30
83f6e0a993efdfa2bf9550a204422cb7,moveis_cozinha_area_de_servico_jantar_e_jardim,55,875,5,15800,60,105,15
963022ab2afed8b12ad312739a142b07,moveis_decoracao,51,1244,3,700,35,20,35
90e5ed878b30ab97ae49a5709c1dbd5d,papelaria,59,607,6,1350,45,10,50
2007f2b457d10773f0d40622a433a22c,perfumaria,45,951,2,100,16,11,14
e3217b2b6ec69befdfa1e98962b2565d,brinquedos,57,882,4,350,20,25,20
40a87530ff9dde7f4f9a977c513c749d,papelaria,44,366,3,1500,38,30,28
8e910a5a78e3378d8c570c13e143d631,cama_mesa_banho,52,166,1,250,16,10,16
2eb384017334e47db9ccf364216799df,utilidades_domesticas,59,887,1,5500,32,32,32
0df80257de6a3154415598a80718fb81,eletronicos,31,374,1,100,25,7,16
c6dd917a0be2a704582055949915ab32,cool_stuff,54,1012,1,1200,42,25,15
4d1cb16db8705120e188da9c8a10ba93,informatica_acessorios,44,624,7,200,30,2,39
d5f1f35337b832cc42168c69511e311d,automotivo,54,145,4,100,24,2,17
a247560ddd8592a3eed82b43f60d9f27,papelaria,58,213,3,4200,25,55,37
99f265229d46f700208ad7cb1ff48aae,telefonia,60,755,6,350,17,4,12
542d6af4881a5a647cde02c201f43916,cama_mesa_banho,54,204,1,550,16,10,16
f6ce2f79a280fa3c1ddc114d34ab273d,eletroportateis,52,1074,1,1150,16,16,16
6f560724f3fa3fdb4940c4fd4996a359,beleza_saude,59,629,2,200,18,11,13
b2fd74298e16eef2568d2f9dff6042c8,utilidades_domesticas,50,364,1,10450,61,28,28
bfb09aea4e6432b4b0588f9ce9062a9b,automotivo,57,361,5,100,24,2,17
ce169d5f9421a6f21e41a7bf54d0b98e,instrumentos_musicais,41,163,1,500,30,20,30
aadff88486740e0b0ebe2be6c09476ae,beleza_saude,56,390,1,250,16,5,15
aba86c093ccdbac75b09111d57e50004,moveis_escritorio,41,154,1,2600,40,45,39
0c8b6b6e4f9ee5fe2c48d6cee4c69bc8,sinalizacao_e_seguranca,51,742,2,9350,55,55,22
492bfd5c7a82cfd6dddccdec443b2ca4,pet_shop,39,776,1,8500,16,15,25
208026b3551ff84253421d9f26099f6f,informatica_acessorios,50,1626,1,97,65,3,13
40e834fa1961d072be482a772dbba0e1,esporte_lazer,42,394,5,600,32,18,23
8c5876b1c7768217964f353bc7e64393,telefonia,61,440,1,250,18,3,28
d5a94c75d108fd56ceca390b4ae60e55,esporte_lazer,54,1719,1,975,20,20,14
5403528d987ad26e8d7cb25940411987,relogios_presentes,58,600,3,250,16,2,11
7b10697c2c3686763958e2c55e8fe2b9,instrumentos_musicais,52,648,1,2750,103,12,17
98ec655119c24de03b804696821f3955,beleza_saude,46,586,1,200,20,20,30
b73465327bc1b605da184574c741e80f,telefonia,59,911,3,355,16,8,12
ff55834c0b3272853dfe62340f2bb91b,relogios_presentes,52,150,4,250,16,2,11
fe7ad3e3828f32193dfbe6359f733a8f,brinquedos,48,609,3,823,25,28,28
e338f548cda0b52650b9acfd317a74db,fashion_bolsas_e_acessorios,40,444,4,150,16,5,20
7501e40e8bc7a7db7c2f4b005e1dddcb,informatica_acessorios,59,1949,5,650,25,11,15
99c97d191bcc87e072acc4521bce44d4,eletrodomesticos_2,33,111,1,7350,44,14,30
34dabb8af33b3756cf72df05fb327011,tablets_impressao_imagem,56,512,1,300,26,10,26
4180a49d4b879e727ad2c8e82a9f4d87,esporte_lazer,54,1598,1,250,16,15,16
6bbe55cf8f85c87b6eebb775a53402f4,tablets_impressao_imagem,54,512,1,283,22,12,21
8ed094bfe076c568f6bb10feada3f75d,moveis_escritorio,43,1128,1,16133,63,59,25
1a4eccba16567c9ffa6e98d0f552a883,utilidades_domesticas,52,164,2,8950,95,6,45
6b7b5d0adc9be5fa4c0e68c102dd51b4,relogios_presentes,57,440,2,600,18,18,16
c67b3dcc9c4490a8f7e41abd65cf9eab,eletroportateis,52,214,1,250,16,35,25
12ad279319eff927d9333b42f3382ff8,fashion_bolsas_e_acessorios,63,627,4,100,16,5,11
3d39134696d3f90744ca0291667f0140,papelaria,50,537,6,1750,28,33,44
ff29d8cb1cd0cd5ea37b80dac9939e1c,eletronicos,47,485,1,200,30,10,20
42a2efd39155b59e16bac90081495285,relogios_presentes,35,1073,1,348,18,11,15
e8b0fa506cda44528a15318cef8a27a0,informatica_acessorios,41,726,2,1240,15,5,9
4100a608bd0aa524b06ffefba973707b,beleza_saude,39,798,1,688,17,13,16
36f60d45225e60c7da4558b070ce4b60,informatica_acessorios,33,300,1,207,19,11,14
09364ccfda8448d03ae4082f6044b16e,informatica_acessorios,56,924,1,200,16,10,16
a5341e3f8155dbb3e62323d3ea289729,moveis_decoracao,50,422,7,2850,40,5,44
fd220f6fd5a3f13ef9db07428f9c935d,bebes,51,1438,6,280,17,6,11
a934e0f29d3b0843308564ed3ec07058,perfumaria,48,143,1,350,18,8,12
762e9c384b4752bbcbea568e3d89856f,pet_shop,25,236,2,200,21,16,17
775917a2882dceb1d02aaa6b1abc1b24,moveis_decoracao,58,408,2,8050,52,18,35
dd0286e208604a3b60d3d0653981dbd7,telefonia,46,772,2,163,18,8,13
ab5da1daa941470d14366f4e76a99dd2,eletrodomesticos,57,953,3,100,30,10,15
a19b6951c75da43aad691622dd2f6abe,moveis_decoracao,44,789,1,650,20,35,20
610c673331ac3c4fa0f393ce5af9aa2e,eletronicos,43,381,1,150,22,11,16
aeae6a46f42d7755930f30825f5a4c5b,consoles_games,57,814,3,300,16,16,14
1d0576deaebcd2285a1fea5d43021ca8,fashion_calcados,57,404,4,700,22,12,33
893b9464c6ab7f700148fe9db838b6b4,papelaria,50,279,1,3550,16,60,90
dc52f0f5d3ec37a93eaf956cde4e5d2c,relogios_presentes,60,539,7,400,16,2,20
7e9b52ab8c9b4c0fa93e431e8c3975e4,casa_construcao,41,500,2,117,19,15,17
801a8823d2fb3157110897e1af035a5d,eletroportateis,47,776,6,1250,24,20,25
a4fa3b8fa5953b0bd18bf4e0b4de499d,cama_mesa_banho,58,189,1,1350,46,2,36
5626de2494437b1b23f9f6ecebc25faa,cama_mesa_banho,60,196,1,1250,35,20,30
4b6c44983d57ae2a934d661aca96d267,cama_mesa_banho,55,247,1,1150,38,10,38
c8dc26795ea2ee96f3fa57453cd7667e,pet_shop,59,888,1,300,30,30,30
57d79905de06d8897872c551bfd09358,telefonia,59,540,4,300,17,4,12
173d5a1b6c4ea4f41aafca840646d240,informatica_acessorios,60,2442,4,100,16,16,16
b86342c63a6cf10c0bd92517b1a592bc,automotivo,60,1657,3,550,16,21,18
0364c36f8e845e4d309c0a3accc04b1c,moveis_escritorio,47,1158,1,16800,63,58,24
e83371d8afd820fde9ada3e2ae12f4c4,moveis_decoracao,48,1460,6,350,35,2,25
43423cdffde7fda63d0414ed38c11a73,relogios_presentes,41,1159,4,350,16,14,11
b75bfef8088ebc4d703a3cbb655546f5,esporte_lazer,51,587,1,6500,18,18,18
9456cf1bbafac590a3b7698a06cb190f,perfumaria,30,138,1,200,20,7,20
848571fddb8936358c30d2a9534c2848,esporte_lazer,31,238,2,1100,60,15,15
d69b7880f262ed14de5f8149d2f0931d,fashion_bolsas_e_acessorios,53,1434,1,4600,16,2,11
f32415d23c358ef1e387a7d329d9ce9f,papelaria,59,276,2,550,66,12,12
724bdb3b1f6738521676856d7577e451,cama_mesa_banho,56,210,1,500,16,10,16
0ff3339eba4028a9dc569a61229c465a,informatica_acessorios,50,801,5,100,16,4,14
6b6b162b177d0f36987993aecbe1c65f,pet_shop,36,876,1,20450,35,35,35
ca5c923962558430573f83661dbe36d6,pet_shop,59,747,2,1250,40,20,30
304fad8dc4d2012dc4062839972f2d96,construcao_ferramentas_construcao,59,1775,2,1700,16,11,11
2ffdf10e724b958c0f7ea69e97d32f64,relogios_presentes,59,582,1,263,17,12,13
0bcc3eeca39e1064258aa1e932269894,ferramentas_jardim,57,339,2,1800,37,22,40
7ce57d3b4580add21034625c406cfd6e,moveis_decoracao,48,219,2,600,16,5,20
4ef0124968bdc099c9a992a37bcb4155,bebes,34,514,1,700,36,7,32
efe8da1f11d73ce34a722a904ef4b72b,informatica_acessorios,50,1409,3,300,20,9,14
ec43500eb99241b5278775e78a38dcea,pet_shop,57,1573,6,18150,56,45,51
ecb054d15ac79df23f143de21d0dea23,esporte_lazer,55,297,3,200,25,25,25
c9760fa0c73b160ec2c078a5bc963ee1,automotivo,50,216,1,625,25,4,11
2d915801b31f1140810a5bfe56f40276,cama_mesa_banho,60,325,1,1650,45,15,35
b8a0d73b2a06e7910d9864dccdb0cda2,beleza_saude,43,295,1,371,20,16,16
5e8b2f0b5ddd10cbaa498bc106065c2c,utilidades_domesticas,58,561,4,300,20,20,20
0ab00b4598ff704c2ab1de75c123092d,industria_comercio_e_negocios,58,855,2,12450,46,45,32
86facec0be6ecaeb315ad287b9841c4f,malas_acessorios,25,912,3,550,16,30,20
1a405418406359cc2b8815f93bf359c2,esporte_lazer,56,1007,2,4550,20,20,20
4c2394abfbac7ff59ec7a420918562fa,beleza_saude,49,1495,3,600,33,19,13
661bbdcbe54d141b50aeaf9d33384d34,brinquedos,38,1096,2,300,16,15,15
2044a12ee7346af1ca8f9357bea3fea2,perfumaria,34,169,1,422,23,10,15
677c80cd5ba8c0099fac5606e53648ae,cama_mesa_banho,58,293,1,3900,50,10,30
234af61e508645c6c1a470b8be9e28f2,livros_tecnicos,43,2786,1,995,27,6,20
439d0c278b77ddc4b1488de210c8df35,cama_mesa_banho,44,641,2,1950,50,10,40
341d85d688ecc3353cf2a968e7ad0dbf,beleza_saude,47,554,1,350,16,10,20
566d15b940c0d5e7a0a37c82b8ce353f,papelaria,58,327,9,400,21,7,15
47c52f20a2d543f5b49c0b22f0826dfd,telefonia,52,331,2,250,17,5,12
02851253400fd18410f8eb4369cff9e1,ferramentas_jardim,52,289,1,3900,45,6,38
f77dd338d9f75229a09cbb9a18fd0c9a,cama_mesa_banho,42,734,5,400,20,20,20
cae4c48440297651e8ff3c2d58d314d2,moveis_escritorio,50,2083,1,20500,58,28,58
8cf9973ba86ba4067dc5de39d247c47d,automotivo,51,617,2,100,33,27,26
44af7e0083e6ebeeeae5da438472d189,telefonia_fixa,57,2540,4,1450,20,12,22
055019def765ce08da9fac0585e927c3,bebes,63,884,5,300,17,7,24
12679a5fde22662b441abe4f754345ae,utilidades_domesticas,54,1926,1,10825,48,35,45
02834e5af210b8a2593eb81eecf40707,informatica_acessorios,43,374,1,945,23,14,24
c7f94c1833b036167fcebd72310a4e5d,cama_mesa_banho,57,452,3,3200,37,10,40
ea20f928ceaa7f146fe62a0cc8413ee5,moveis_decoracao,52,1786,2,500,68,8,13
21addb589dd9cf0c658177579dd2e99d,relogios_presentes,55,311,1,283,22,13,20
274669a78ffdf9398adbd9502e6c4915,papelaria,29,194,1,450,16,42,32
7620a27f1d6747511f1c6f0ddb63c0ef,flores,52,225,1,850,16,11,11
f89594c3583443e5e0d464e97284835d,cool_stuff,49,81,2,400,18,14,14
d79c712e7afe8f0fd59b749ee1e4fc97,relogios_presentes,58,891,8,250,16,2,11
a15665e2f4e7dbf282a846552c8be1ee,moveis_decoracao,44,218,1,1300,40,30,40
af532b7b70d7b3c1a2f042eb10fed9be,relogios_presentes,50,532,2,235,16,14,14
fde90f06296b26995fd0de6f16610d70,construcao_ferramentas_jardim,45,225,1,1650,22,14,14
09e24bdfc054e52b9c4af78e3a286a98,perfumaria,44,343,1,75,16,11,11
1d4be40226e19b6b8753d064ba5b94e0,informatica_acessorios,60,324,2,100,16,8,11
7439223069be0c67de28ae02a2a13810,automotivo,60,1392,3,2800,36,3,24
9b89ab91efbb4750c39864ed0262711f,utilidades_domesticas,57,80,2,1850,25,10,25
750d224957fab8388b6b2c7432c00e35,pet_shop,41,593,3,250,30,10,15
48cf041a87beac458328d395d035515a,telefonia,58,428,2,150,19,4,11
531875d56f35380c3a6c52d9c3b005f6,beleza_saude,38,207,1,350,16,7,16
6ae4d45dedc378571b9c404275008674,pet_shop,49,1561,2,500,20,18,20
9f9d0d6ad3c84f4f0f6748167d2a6dfc,informatica_acessorios,53,572,3,900,30,6,16
c230b471b7e21ff9060e68ee154afd70,,,,,200,16,5,11
302ff907f751a6ff40456ba47db233ae,beleza_saude,57,511,1,710,21,15,11
2efe79c475e4c22430aedf7eacc830ee,esporte_lazer,60,1507,1,1900,25,25,25
bde17838f4e4b0da69933dc1d8e07598,fashion_bolsas_e_acessorios,55,34,1,700,29,31,49
aafdd162fb3c1c192698bcee92418e37,brinquedos,56,836,3,400,25,45,20
125038493b2c4e27fa12194038806161,papelaria,56,303,3,1500,38,30,28
d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,59,1893,1,6550,20,20,20
f72ddd64b808244cb34e9e02e9bd92fb,automotivo,47,570,1,3300,35,20,20
ef703385b2707af7f9af3e185679811c,cama_mesa_banho,54,324,1,1000,42,8,36
5e26cbd45b83e411e82e3a8cafa8d951,bebes,37,1556,1,700,20,20,30
f24bb438da3185d5fd5a19e4d7433827,instrumentos_musicais,56,760,4,2900,47,9,47
e453ac0b522a20f7d08bb343b7753482,telefonia,60,752,6,300,17,4,12
1558f7b0a51472d4c2af9153a2255beb,cama_mesa_banho,60,335,3,3150,60,10,60
7c3dd2ee1b4512bc2c741154fc0d2ad3,eletrodomesticos,39,99,1,147,22,15,22
df0c26d7ddb998e2517658a55e46e48a,eletrodomesticos_2,43,122,1,14400,55,15,36
c1f5307decb89342351bec53668cffd9,telefonia,60,777,4,300,17,4,12
051e6f6764c9b60143dffafd0c5d1a25,informatica_acessorios,60,707,1,1373,25,21,25
244811270c7c86b6cec6e934c059e086,moveis_decoracao,56,1271,3,5400,46,7,46
7bc34251fed67b7d8a0251d7ad8eff3c,esporte_lazer,47,3820,1,1300,22,27,22
2b0ee2d07306f7c9ac55a43166e9bb4b,cama_mesa_banho,57,504,1,1450,30,15,30
3af48a958298d5d4663dd1f5237b7279,eletronicos,47,911,1,1200,24,15,24
cc21bdb00e05f6cf2c10126d69d1a7f0,telefonia,59,676,4,150,17,8,14
03bb06cda40712fb8473f7962fb7d198,cama_mesa_banho,54,289,1,2000,34,9,33
e71404b6fc3b275b7274ce772794a914,esporte_lazer,49,2507,2,167,22,14,14
f87e8ee07e668908ab8afef6e3e91dec,bebes,36,282,2,300,18,10,11
378fed7e555fa94c149f571bba1d71b0,automotivo,55,993,4,950,41,45,11
59f09deeea7c839a9212a19f3416b892,utilidades_domesticas,58,1404,4,30000,60,66,29
9e10ae46a3021a02f1692448ef9fa1db,beleza_saude,45,2231,3,175,21,3,15
da5220901a7753c4ebfd78f339e051c9,moveis_decoracao,17,505,1,650,20,20,20
f40876e0ef3cd5f9132b1f16b04b1346,beleza_saude,42,250,1,427,15,17,14
56a332a91c4fb30091bc24e82ecbea29,automotivo,55,1180,1,1800,16,2,11
086eff5dac22ac2fe1fed28bba4fa646,consoles_games,46,1594,3,1000,20,30,20
a87567bdce60de6f901e3d7c6d8df820,cama_mesa_banho,30,1328,1,1800,55,10,35
5fe986940fc67df6769cf784fb063395,informatica_acessorios,47,309,2,150,16,5,11
380db7678ce8fd2e3c80de130bc32fbd,utilidades_domesticas,35,207,1,325,27,8,14
b5466db4cecf95c3c1be0ba32538ce1a,informatica_acessorios,37,322,3,100,16,3,13
240139d2f04292ee0789c908cf22d505,automotivo,59,703,6,5075,56,11,32
f4f4debbcfcafe6858d1e37a1f6e436e,moveis_escritorio,33,1190,1,13867,101,8,57
6debe62ce3828652a75c52d11bb012e7,informatica_acessorios,26,671,1,150,19,5,13
b6ea15ce7ec34fdebd80ef71de3a24bf,telefonia,59,513,1,210,17,24,21
831bc6df8c644f854affd8515771a3e6,construcao_ferramentas_construcao,48,657,2,100,20,3,25
3663ccbce96bbbea6b1b38558b5356a0,instrumentos_musicais,41,405,2,7050,66,17,36
c5b72065154ec27c2d1ed8a654c3348f,relogios_presentes,36,1116,1,416,18,9,13
30ac6df06dc59ad72cf2f158fc2d904c,utilidades_domesticas,53,1034,2,16550,22,65,40
f2d649f157cebee085ed738f23d5d6b7,bebes,42,596,1,350,32,9,16
289dfe89bc0d1eb6bea5a0a3bde85552,cama_mesa_banho,29,585,5,1700,50,10,40
d48a0a53664a92739f3ff40cdae9078e,livros_interesse_geral,47,2748,4,2100,19,26,11
835e3f51a6ef088097cc8cf42f08fd17,moveis_escritorio,44,900,2,24700,62,16,49
ce4d0d86fef2b1760405c82feea6bb7f,automotivo,48,242,1,7350,104,35,30
f196248e8b5d060cca414a664ea9a76f,automotivo,58,1167,1,1900,90,14,18
0efe972876d70927f5099b77f387c6c7,moveis_decoracao,63,418,1,1350,45,15,35
10335f29114548c89998eb43398f58e5,relogios_presentes,59,718,5,250,16,2,11
d655dc03de9b831ed22639631ab2958f,musica,35,1798,1,550,33,6,22
d7d5562fce331ad958ca6f57057b3526,cool_stuff,33,910,1,700,42,25,15
43e09fcb6175856e87a4d9b91321addb,brinquedos,43,1505,1,6038,49,19,44
b80921007ed3f68cf6e536e6daf08610,telefonia,58,751,4,300,17,4,12
e0cf79767c5b016251fe139915c59a26,beleza_saude,55,388,1,250,16,5,15
b99e4f4fa3f421e0ffbd512d9f152dec,eletronicos,52,240,1,1050,22,9,12
e61c78a7343d82c0539d27df0f7dfc31,cama_mesa_banho,60,268,1,2700,41,8,36
268a26bc460de02a94ec05d9ebb4c3e7,informatica_acessorios,51,727,1,650,20,16,20
6a2909ac21d16b721e4795e7e8ff3e68,esporte_lazer,53,618,1,283,24,23,20
77cc62dc80ebe12a0452d1ce0565acdc,esporte_lazer,45,2950,1,1625,29,21,21
3986c6e32f39114eff1ded07f1cb16fb,industria_comercio_e_negocios,56,220,2,413,16,12,14
42ec84ace63b58b8c5a7ba7be01d5fb8,cool_stuff,52,1732,10,2550,24,23,27
cb52e6775d816cbdadade36948e81fc8,esporte_lazer,41,2035,2,10000,40,34,44
887b93e713558fd03647419a99268159,papelaria,28,155,3,300,25,3,15
